event_id,timestamp,event_type,severity,prediction,anomaly_score,threat_type,threat_level,threat_score,detection_reason,failed_login_attempts,malware_detected,cvss_score,threat_confidence_score,confidence_level,confidence_reason
EVT00756,2026-01-03 15:00:00,Account Lockout,High,Normal,0.0541339462118839,Suspicious Activity,Medium,2,No major suspicious indicators,4,No,3.1,43.93,Moderate,moderate anomaly evidence
EVT00757,2026-01-03 15:05:00,Web Shell Detected,Medium,Normal,0.0987017938599641,Web Shell,Medium,2,No major suspicious indicators,0,No,1.3,21.99,Low,limited supporting security evidence
EVT00758,2026-01-03 15:10:00,DNS Tunneling Detected,Medium,Normal,0.1219702063247956,DNS Tunneling,Low,1,No major suspicious indicators,0,No,6.3,27.61,Low,limited supporting security evidence
EVT00759,2026-01-03 15:15:00,DDoS Attempt,Medium,Normal,0.0609524493008055,DDoS,High,3,DDoS indicator + Malware indicator present,0,Yes,5.9,44.83,Moderate,moderate anomaly evidence + malware detected
EVT00760,2026-01-03 15:20:00,VPN Connection,Medium,Normal,0.0953073686667003,VPN Activity,Low,1,No major suspicious indicators,0,No,5.6,32.35,Low,limited supporting security evidence
EVT00761,2026-01-03 15:25:00,Port Scan,Critical,Normal,0.0697878849582962,Port Scanning,Medium,2,Critical CVSS score (10.0),0,No,10.0,48.15,Moderate,moderate anomaly evidence + high CVSS
EVT00762,2026-01-03 15:30:00,Brute Force,Medium,Normal,0.1183371796718572,Brute Force,Low,1,Authentication attack indicator,2,No,2.7,24.17,Low,limited supporting security evidence
EVT00763,2026-01-03 15:35:00,Phishing Email,High,Normal,0.035384080394111,Phishing,High,3,Phishing indicator + Malware indicator present,0,Yes,8.4,56.43,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT00764,2026-01-03 15:40:00,Privilege Escalation,High,Normal,0.0563911448523544,Privilege Escalation,High,3,No major suspicious indicators,7,No,0.7,43.62,Moderate,moderate anomaly evidence + high failed-login activity
EVT00765,2026-01-03 15:45:00,Suspicious Process Execution,High,Normal,0.0233886255652072,Suspicious Process,High,3,Malware indicator present,0,Yes,2.6,46.37,Moderate,moderate anomaly evidence + malware detected
EVT00766,2026-01-03 15:50:00,Privilege Escalation,Critical,Normal,0.0916175408719608,Privilege Escalation,High,3,No major suspicious indicators,0,No,8.1,38.78,Low,high CVSS
EVT00767,2026-01-03 15:55:00,Phishing Email,Low,Normal,0.1249173328004558,Phishing,Medium,2,Phishing indicator,0,No,6.7,27.8,Low,limited supporting security evidence
EVT00768,2026-01-03 16:00:00,File Access,High,Normal,0.149589039640897,File Activity,Medium,2,No major suspicious indicators,0,No,4.9,17.97,Low,limited supporting security evidence
EVT00769,2026-01-03 16:05:00,Web Shell Detected,Medium,Normal,0.1326792816380343,Web Shell,Medium,2,No major suspicious indicators,0,No,2.3,16.19,Low,limited supporting security evidence
EVT00770,2026-01-03 16:10:00,VPN Connection,High,Normal,0.0737161819910036,VPN Activity,Medium,2,No major suspicious indicators,2,No,7.7,45.82,Moderate,moderate anomaly evidence + high CVSS
EVT00771,2026-01-03 16:15:00,Web Shell Detected,High,Normal,0.0116315166721264,Web Shell,Medium,2,No major suspicious indicators,8,No,5.0,65.59,Moderate,moderate anomaly evidence + high failed-login activity
EVT00772,2026-01-03 16:20:00,DDoS Attempt,Medium,Normal,0.1549580157329473,DDoS,High,3,DDoS indicator,0,No,5.5,18.04,Low,limited supporting security evidence
EVT00773,2026-01-03 16:25:00,VPN Connection,Medium,Normal,0.1210373625882937,VPN Activity,Low,1,No major suspicious indicators,0,No,8.7,33.16,Low,high CVSS
EVT00774,2026-01-03 16:30:00,Login Success,Medium,Normal,0.1711511917294922,Normal Activity,Normal,0,No major suspicious indicators,0,No,7.1,17.77,Low,high CVSS
EVT00775,2026-01-03 16:35:00,Failed Login,Low,Normal,0.073169472396512,Brute Force,Low,1,Authentication attack indicator,0,No,7.2,41.13,Moderate,moderate anomaly evidence + high CVSS
EVT00776,2026-01-03 16:40:00,Port Scan,Critical,Normal,0.0264252526107602,Port Scanning,Critical,4,Malware indicator present,0,Yes,1.2,42.54,Moderate,moderate anomaly evidence + malware detected
EVT00777,2026-01-03 16:45:00,Phishing Email,Medium,Normal,0.1372488976406418,Phishing,Medium,2,Phishing indicator,0,No,1.6,13.55,Low,limited supporting security evidence
EVT00778,2026-01-03 16:50:00,Phishing Email,Medium,Normal,0.1514458251316963,Phishing,Medium,2,Phishing indicator,0,No,0.5,7.76,Low,limited supporting security evidence
EVT00779,2026-01-03 16:55:00,DNS Tunneling Detected,High,Normal,0.140285103550977,DNS Tunneling,Medium,2,No major suspicious indicators,0,No,4.8,19.95,Low,limited supporting security evidence
EVT00780,2026-01-03 17:00:00,Account Lockout,High,Normal,0.0358326478875262,Suspicious Activity,High,3,Malware indicator present,0,Yes,6.7,52.54,Moderate,moderate anomaly evidence + malware detected
EVT00781,2026-01-03 17:05:00,USB Device Connected,High,Normal,0.1122035612618054,Suspicious Device Activity,Medium,2,No major suspicious indicators,0,No,2.0,20.36,Low,limited supporting security evidence
EVT00782,2026-01-03 17:10:00,Credential Dumping,Critical,Normal,0.0203647269993728,Credential Theft,Critical,4,Credential theft indicator + Malware indicator present,0,Yes,8.0,59.09,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT00783,2026-01-03 17:15:00,Unauthorized Access,Critical,Normal,0.0888003607654779,Unauthorized Access,High,3,No major suspicious indicators,0,No,8.9,41.22,Moderate,high CVSS
EVT00784,2026-01-03 17:20:00,Firewall Rule Change,Low,Normal,0.0902740278805068,Security Configuration Change,Low,1,No major suspicious indicators,0,No,6.5,35.54,Low,limited supporting security evidence
EVT00785,2026-01-03 17:25:00,Malware Detection,High,Normal,0.1609906981821541,Malware,Medium,2,Malware event detected,0,No,3.5,12.17,Low,limited supporting security evidence
EVT00786,2026-01-03 17:30:00,VPN Connection,Low,Normal,0.0254234223352198,VPN Activity,Low,1,No major suspicious indicators,3,No,2.4,47.3,Moderate,moderate anomaly evidence
EVT00787,2026-01-03 17:35:00,Configuration Change,Critical,Normal,0.0397211616847367,Configuration Change,High,3,No major suspicious indicators,0,No,1.7,36.81,Low,moderate anomaly evidence
EVT00788,2026-01-03 17:40:00,Port Scan,High,Normal,0.1631279715047848,Port Scanning,Medium,2,No major suspicious indicators,0,No,2.3,9.0,Low,limited supporting security evidence
EVT00789,2026-01-03 17:45:00,SQL Injection Attempt,Medium,Normal,0.1453641690804402,SQL Injection,High,3,SQL injection indicator,0,No,2.9,14.53,Low,limited supporting security evidence
EVT00790,2026-01-03 17:50:00,Privilege Escalation,Medium,Normal,0.0953934333334082,Privilege Escalation,High,3,No major suspicious indicators,0,No,8.9,39.66,Low,high CVSS
EVT00791,2026-01-03 17:55:00,Account Lockout,Critical,Normal,0.0465812845128948,Suspicious Activity,High,3,No major suspicious indicators,3,No,0.4,37.86,Low,moderate anomaly evidence
EVT00792,2026-01-03 18:00:00,Brute Force,High,Normal,0.1391442430872997,Brute Force,Medium,2,Authentication attack indicator,0,No,3.6,17.55,Low,limited supporting security evidence
EVT00793,2026-01-03 18:05:00,Data Exfiltration Attempt,Medium,Normal,0.1177019763961009,Data Exfiltration,Low,1,No major suspicious indicators,0,No,1.8,18.62,Low,limited supporting security evidence
EVT00794,2026-01-03 18:10:00,SQL Injection Attempt,Low,Normal,0.0775568440842106,SQL Injection,High,3,SQL injection indicator,0,No,0.6,25.43,Low,moderate anomaly evidence
EVT00795,2026-01-03 18:15:00,Brute Force,High,Normal,0.09035191064609,Brute Force,Medium,2,Authentication attack indicator + Critical CVSS score (9.0),0,No,9.0,41.08,Moderate,high CVSS
EVT00796,2026-01-03 18:20:00,Session Hijacking Attempt,Critical,Normal,0.0999373759130779,Session Hijacking,High,3,No major suspicious indicators,0,No,0.1,19.03,Low,limited supporting security evidence
EVT00797,2026-01-03 18:25:00,Unauthorized Access,High,Normal,0.0868956108479204,Unauthorized Access,Medium,2,No major suspicious indicators,0,No,1.9,26.11,Low,limited supporting security evidence
EVT00798,2026-01-03 18:30:00,Lateral Movement Detected,Low,Normal,0.1242729041372863,Lateral Movement,Medium,2,No major suspicious indicators,0,No,3.5,20.84,Low,limited supporting security evidence
EVT00799,2026-01-03 18:35:00,Brute Force,Low,Normal,0.0170394743186494,Brute Force,High,3,High failed login activity (6 attempts) + Critical CVSS score (9.7),6,No,9.7,71.06,High,moderate anomaly evidence + high CVSS + high failed-login activity
EVT00800,2026-01-03 18:40:00,DNS Tunneling Detected,High,Normal,0.0712553823493604,DNS Tunneling,Medium,2,No major suspicious indicators,5,No,7.8,52.18,Moderate,moderate anomaly evidence + high CVSS
EVT00801,2026-01-03 18:45:00,DDoS Attempt,Low,Normal,0.0571176904302311,DDoS,High,3,DDoS indicator,0,No,1.4,32.04,Low,moderate anomaly evidence
EVT00802,2026-01-03 18:50:00,DDoS Attempt,Medium,Normal,0.0547490168386086,DDoS,High,3,DDoS indicator,0,No,0.2,29.93,Low,moderate anomaly evidence
EVT00803,2026-01-03 18:55:00,Login Success,High,Normal,0.021317718148663,Normal Activity,High,3,Malware indicator present,0,Yes,8.1,59.08,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT00804,2026-01-03 19:00:00,Login Success,Medium,Normal,0.0652184167306568,Normal Activity,Normal,0,No major suspicious indicators,3,No,8.7,51.9,Moderate,moderate anomaly evidence + high CVSS
EVT00805,2026-01-03 19:05:00,Brute Force,Medium,Suspicious,-0.0083971770971222,Brute Force,High,3,ML anomaly detected + Authentication attack indicator + Malware indicator present,0,Yes,3.4,55.66,Moderate,strong anomaly evidence + malware detected
EVT00806,2026-01-03 19:10:00,Credential Dumping,High,Normal,0.0376731042479221,Credential Theft,High,3,Credential theft indicator + Malware indicator present + Critical CVSS score (9.1),0,Yes,9.1,57.44,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT00807,2026-01-03 19:15:00,USB Device Connected,Critical,Normal,0.0643068167993915,Suspicious Device Activity,High,3,No major suspicious indicators,0,No,5.8,40.12,Moderate,moderate anomaly evidence
EVT00808,2026-01-03 19:20:00,Brute Force,High,Normal,0.0847538163173841,Brute Force,Medium,2,Authentication attack indicator,4,No,5.8,42.69,Moderate,limited supporting security evidence
EVT00809,2026-01-03 19:25:00,Data Exfiltration Attempt,Medium,Normal,0.0456540896317779,Data Exfiltration,Low,1,No major suspicious indicators,7,No,8.5,63.48,Moderate,moderate anomaly evidence + high CVSS + high failed-login activity
EVT00810,2026-01-03 19:30:00,DDoS Attempt,Medium,Normal,0.1346626576515493,DDoS,High,3,DDoS indicator,0,No,1.6,14.17,Low,limited supporting security evidence
EVT00811,2026-01-03 19:35:00,Unauthorized Access,High,Normal,0.0755866805197358,Unauthorized Access,Medium,2,No major suspicious indicators,2,No,7.3,44.49,Moderate,moderate anomaly evidence + high CVSS
EVT00812,2026-01-03 19:40:00,Port Scan,High,Normal,0.0785171856211607,Port Scanning,Medium,2,No major suspicious indicators,6,No,4.5,44.98,Moderate,moderate anomaly evidence + high failed-login activity
EVT00813,2026-01-03 19:45:00,Configuration Change,High,Normal,0.0241573540378871,Configuration Change,High,3,Malware indicator present,0,Yes,2.1,45.08,Moderate,moderate anomaly evidence + malware detected
EVT00814,2026-01-03 19:50:00,Lateral Movement Detected,Medium,Suspicious,-0.0190314442234391,Lateral Movement,High,3,ML anomaly detected + Malware indicator present,7,Yes,3.9,72.24,High,strong anomaly evidence + high failed-login activity + malware detected
EVT00815,2026-01-03 19:55:00,Malware Detection,Low,Normal,0.0351182004004427,Malware,Low,1,Malware event detected,6,No,5.9,58.34,Moderate,moderate anomaly evidence + high failed-login activity
EVT00816,2026-01-03 20:00:00,Lateral Movement Detected,High,Normal,0.1411218108818966,Lateral Movement,Medium,2,No major suspicious indicators,0,No,0.2,9.53,Low,limited supporting security evidence
EVT00817,2026-01-03 20:05:00,DDoS Attempt,High,Normal,0.0311306974681307,DDoS,High,3,DDoS indicator + Malware indicator present,0,Yes,5.3,50.54,Moderate,moderate anomaly evidence + malware detected
EVT00818,2026-01-03 20:10:00,Unauthorized Access,Medium,Normal,0.0393962854201265,Unauthorized Access,High,3,Malware indicator present,0,Yes,6.5,51.26,Moderate,moderate anomaly evidence + malware detected
EVT00819,2026-01-03 20:15:00,SQL Injection Attempt,Medium,Normal,0.00683287936713,SQL Injection,High,3,SQL injection indicator + Malware indicator present,3,Yes,7.5,66.73,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT00820,2026-01-03 20:20:00,Credential Dumping,High,Normal,0.0938528303081632,Credential Theft,High,3,Credential theft indicator,0,No,5.2,31.8,Low,limited supporting security evidence
EVT00821,2026-01-03 20:25:00,Suspicious Process Execution,Medium,Normal,0.1384151045567614,Suspicious Process,Low,1,No major suspicious indicators,0,No,6.7,24.61,Low,limited supporting security evidence
EVT00822,2026-01-03 20:30:00,Login Success,Low,Normal,0.1095409524593629,Normal Activity,Normal,0,No major suspicious indicators,3,No,7.0,37.65,Low,high CVSS
EVT00823,2026-01-03 20:35:00,Firewall Rule Change,High,Normal,0.0774386615363402,Security Configuration Change,Medium,2,No major suspicious indicators,4,No,7.4,47.98,Moderate,moderate anomaly evidence + high CVSS
EVT00824,2026-01-03 20:40:00,USB Device Connected,High,Normal,0.0479921955104192,Suspicious Device Activity,Medium,2,No major suspicious indicators,8,No,1.7,49.67,Moderate,moderate anomaly evidence + high failed-login activity
EVT00825,2026-01-03 20:45:00,Unauthorized Access,Critical,Normal,0.0842677103611001,Unauthorized Access,High,3,No major suspicious indicators,0,No,0.1,22.73,Low,limited supporting security evidence
EVT00826,2026-01-03 20:50:00,USB Device Connected,Low,Suspicious,-0.0191801306438236,Suspicious Device Activity,High,3,ML anomaly detected + Malware indicator present,0,Yes,1.9,54.87,Moderate,strong anomaly evidence + malware detected
EVT00827,2026-01-03 20:55:00,Configuration Change,Low,Normal,0.0569814273418007,Configuration Change,Low,1,No major suspicious indicators,2,No,2.5,38.22,Low,moderate anomaly evidence
EVT00828,2026-01-03 21:00:00,Account Lockout,Medium,Normal,0.1100376581140169,Suspicious Activity,Low,1,No major suspicious indicators,0,No,8.4,35.09,Low,high CVSS
EVT00829,2026-01-03 21:05:00,Account Lockout,Medium,Normal,0.0520909362806802,Suspicious Activity,High,3,Malware indicator present,0,Yes,4.6,44.04,Moderate,moderate anomaly evidence + malware detected
EVT00830,2026-01-03 21:10:00,VPN Connection,Medium,Normal,0.0894690629143045,VPN Activity,Low,1,No major suspicious indicators,0,No,1.8,25.28,Low,limited supporting security evidence
EVT00831,2026-01-03 21:15:00,Privilege Escalation,High,Normal,0.1391518494679784,Privilege Escalation,High,3,No major suspicious indicators,0,No,2.4,14.88,Low,limited supporting security evidence
EVT00832,2026-01-03 21:20:00,VPN Connection,Medium,Normal,0.0009518904245795,VPN Activity,Low,1,No major suspicious indicators,8,No,5.4,69.01,Moderate,strong anomaly evidence + high failed-login activity
EVT00833,2026-01-03 21:25:00,Suspicious Process Execution,Critical,Normal,0.0002744227567472,Suspicious Process,Critical,4,Malware indicator present,0,Yes,8.7,65.39,Moderate,strong anomaly evidence + high CVSS + malware detected
EVT00834,2026-01-03 21:30:00,Failed Login,Medium,Normal,0.0209458199953384,Brute Force,High,3,Authentication attack indicator + Malware indicator present,0,Yes,4.3,50.73,Moderate,moderate anomaly evidence + malware detected
EVT00835,2026-01-03 21:35:00,Session Hijacking Attempt,High,Normal,0.0515009433668309,Session Hijacking,Medium,2,No major suspicious indicators,8,No,0.4,45.96,Moderate,moderate anomaly evidence + high failed-login activity
EVT00836,2026-01-03 21:40:00,Web Shell Detected,Low,Normal,0.1015592259938623,Web Shell,Medium,2,No major suspicious indicators,0,No,6.7,33.32,Low,limited supporting security evidence
EVT00837,2026-01-03 21:45:00,Data Exfiltration Attempt,Low,Normal,0.082615705823263,Data Exfiltration,Low,1,No major suspicious indicators,6,No,6.1,47.57,Moderate,high failed-login activity
EVT00838,2026-01-03 21:50:00,Phishing Email,Low,Normal,0.127327334427083,Phishing,Medium,2,Phishing indicator,0,No,5.3,24.12,Low,limited supporting security evidence
EVT00839,2026-01-03 21:55:00,Account Lockout,Medium,Normal,0.1105891185807099,Suspicious Activity,Low,1,No major suspicious indicators,0,No,1.1,18.74,Low,limited supporting security evidence
EVT00840,2026-01-03 22:00:00,Suspicious Process Execution,Medium,Normal,0.1348270851226564,Suspicious Process,Low,1,No major suspicious indicators,0,No,7.7,27.68,Low,high CVSS
EVT00841,2026-01-03 22:05:00,Malware Detection,Medium,Normal,0.1321684873247043,Malware,Low,1,Malware event detected,0,No,8.5,30.09,Low,high CVSS
EVT00842,2026-01-03 22:10:00,Data Exfiltration Attempt,High,Suspicious,-0.0022386581841155,Data Exfiltration,Critical,4,ML anomaly detected + Malware indicator present + Critical CVSS score (9.1),5,Yes,9.1,76.13,High,strong anomaly evidence + high CVSS + malware detected
EVT00843,2026-01-03 22:15:00,VPN Connection,Critical,Normal,0.0814651137755718,VPN Activity,High,3,No major suspicious indicators,0,No,7.5,39.84,Low,high CVSS
