rank,event_id,risk_score,risk_level,priority,status,reasons,input_ioc_status,input_asset_criticality_label,input_asset_criticality_verified
1758,EVT03876,54.98,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1759,EVT00217,54.97,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1760,EVT00695,54.97,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1761,EVT01296,54.97,Moderate,Review When Possible,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
1762,EVT01686,54.97,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1763,EVT02798,54.97,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1764,EVT05421,54.97,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1765,EVT08504,54.97,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1766,EVT00195,54.96,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1767,EVT02658,54.95,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,High,True
1768,EVT03905,54.95,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1769,EVT08289,54.94,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1770,EVT06668,54.92,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1771,EVT09379,54.91,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1772,EVT04723,54.9,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1773,EVT03614,54.88,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1774,EVT05246,54.88,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1775,EVT06597,54.88,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1776,EVT08302,54.88,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1777,EVT01083,54.87,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1778,EVT02526,54.87,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1779,EVT05265,54.87,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Medium,True
1780,EVT05455,54.87,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
1781,EVT01372,54.85,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1782,EVT08740,54.85,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1783,EVT05050,54.84,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1784,EVT08462,54.84,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1785,EVT00289,54.83,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1786,EVT00729,54.82,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1787,EVT07167,54.82,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1788,EVT08139,54.82,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1789,EVT05371,54.81,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1790,EVT07759,54.81,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
1791,EVT07770,54.81,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1792,EVT08734,54.81,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1793,EVT04874,54.8,Moderate,Review When Possible,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
1794,EVT08062,54.8,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1795,EVT00202,54.79,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1796,EVT03891,54.79,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1797,EVT02238,54.78,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1798,EVT02632,54.78,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1799,EVT04317,54.78,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1800,EVT07948,54.77,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1801,EVT07063,54.76,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1802,EVT02788,54.75,Moderate,Review When Possible,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Medium,True
1803,EVT03418,54.75,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1804,EVT01667,54.74,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
1805,EVT04036,54.73,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1806,EVT08832,54.73,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1807,EVT09239,54.73,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1808,EVT00463,54.72,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1809,EVT07893,54.72,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1810,EVT08086,54.72,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1811,EVT08261,54.72,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1812,EVT02758,54.71,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1813,EVT06876,54.71,Moderate,Review When Possible,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
1814,EVT09827,54.71,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1815,EVT02072,54.69,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1816,EVT09421,54.69,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1817,EVT03396,54.68,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1818,EVT01782,54.66,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1819,EVT05193,54.66,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1820,EVT03832,54.65,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1821,EVT04321,54.65,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1822,EVT07184,54.64,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1823,EVT08867,54.63,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1824,EVT00473,54.62,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
1825,EVT05236,54.62,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1826,EVT06480,54.62,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1827,EVT06592,54.62,Moderate,Review When Possible,Open,[],No IOC Match,Medium,True
1828,EVT08061,54.62,Moderate,Review When Possible,Open,[],No IOC Match,Medium,True
1829,EVT06622,54.61,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1830,EVT09568,54.61,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1831,EVT05867,54.6,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1832,EVT07165,54.6,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1833,EVT02267,54.59,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1834,EVT04909,54.59,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1835,EVT09142,54.59,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1836,EVT06500,54.58,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1837,EVT04262,54.57,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1838,EVT04329,54.57,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1839,EVT05859,54.57,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1840,EVT07293,54.57,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
1841,EVT00689,54.56,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
1842,EVT05751,54.56,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1843,EVT03137,54.55,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1844,EVT09527,54.55,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
1845,EVT02868,54.54,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1846,EVT06991,54.54,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1847,EVT09236,54.54,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1848,EVT03055,54.53,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
1849,EVT05186,54.52,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1850,EVT00939,54.51,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1851,EVT02677,54.51,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1852,EVT07490,54.5,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
1853,EVT09702,54.5,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
1854,EVT02110,54.49,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
1855,EVT08337,54.49,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
1856,EVT08243,54.48,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1857,EVT01810,54.47,Moderate,Review When Possible,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
1858,EVT02879,54.46,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
1859,EVT08610,54.45,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1860,EVT01271,54.44,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1861,EVT01769,54.44,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1862,EVT07403,54.44,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1863,EVT04788,54.43,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1864,EVT05132,54.43,Moderate,Review When Possible,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
1865,EVT02782,54.42,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1866,EVT08791,54.42,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1867,EVT01739,54.41,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1868,EVT02339,54.4,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,High,True
1869,EVT05388,54.4,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1870,EVT07497,54.4,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1871,EVT01358,54.39,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1872,EVT02218,54.39,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1873,EVT04035,54.39,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1874,EVT00540,54.38,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,High,True
1875,EVT04483,54.38,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1876,EVT05477,54.38,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1877,EVT08601,54.38,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1878,EVT01697,54.37,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1879,EVT03181,54.37,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1880,EVT05933,54.37,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1881,EVT03698,54.36,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1882,EVT04532,54.36,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1883,EVT08615,54.34,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1884,EVT01943,54.32,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1885,EVT05231,54.32,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1886,EVT09883,54.31,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1887,EVT09964,54.31,Moderate,Review When Possible,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
1888,EVT03952,54.3,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1889,EVT06046,54.3,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1890,EVT06322,54.3,Moderate,Review When Possible,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
1891,EVT01251,54.29,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1892,EVT07260,54.29,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Medium,True
1893,EVT05500,54.28,Moderate,Review When Possible,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
1894,EVT00799,54.27,Moderate,Review When Possible,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
1895,EVT05856,54.27,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1896,EVT06807,54.27,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1897,EVT00711,54.25,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1898,EVT02655,54.25,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1899,EVT03455,54.25,Moderate,Review When Possible,Open,[],No IOC Match,Medium,True
1900,EVT01776,54.24,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1901,EVT03884,54.24,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
1902,EVT06005,54.24,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1903,EVT08804,54.24,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Medium,True
1904,EVT09043,54.24,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1905,EVT05339,54.23,Moderate,Review When Possible,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
1906,EVT02581,54.22,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1907,EVT05979,54.22,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1908,EVT07364,54.22,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1909,EVT08746,54.22,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1910,EVT07224,54.21,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1911,EVT06027,54.2,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
1912,EVT06105,54.19,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1913,EVT08651,54.18,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1914,EVT03398,54.17,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1915,EVT05750,54.17,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1916,EVT08303,54.17,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1917,EVT09906,54.17,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
1918,EVT03329,54.16,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
1919,EVT03470,54.16,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
1920,EVT05010,54.16,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
1921,EVT08926,54.16,Moderate,Review When Possible,Open,[],No IOC Match,Medium,True
