event_id,timestamp,source_ip,destination_ip,event_type,ioc_status,ioc_type,ioc_value,threat_name,threat_actor,ioc_confidence,ioc_severity,indicator_id,matched_from,enrichment_source
EVT02279,2026-01-08 21:55:00,29.101.207.132,10.0.9.39,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT02280,2026-01-08 22:00:00,175.223.104.36,10.0.6.81,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT02281,2026-01-08 22:05:00,174.115.125.193,10.0.2.113,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT02282,2026-01-08 22:10:00,2.240.202.202,10.0.7.32,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT02283,2026-01-08 22:15:00,198.40.128.29,10.0.5.184,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT02284,2026-01-08 22:20:00,126.249.64.156,10.0.6.241,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT02285,2026-01-08 22:25:00,151.130.50.128,10.0.5.110,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT02286,2026-01-08 22:30:00,167.188.87.151,10.0.9.204,File Access,No IOC Match,,,,,,,,,No Match
EVT02287,2026-01-08 22:35:00,94.208.130.107,10.0.8.211,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT02288,2026-01-08 22:40:00,195.189.239.139,10.0.6.61,Port Scan,No IOC Match,,,,,,,,,No Match
EVT02289,2026-01-08 22:45:00,55.187.248.153,10.0.1.188,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT02290,2026-01-08 22:50:00,184.74.91.245,10.0.6.96,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT02291,2026-01-08 22:55:00,90.50.214.93,10.0.9.41,Failed Login,No IOC Match,,,,,,,,,No Match
EVT02292,2026-01-08 23:00:00,194.109.134.48,10.0.3.37,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT02293,2026-01-08 23:05:00,11.172.215.149,10.0.3.226,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT02294,2026-01-08 23:10:00,217.127.50.122,10.0.6.131,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT02295,2026-01-08 23:15:00,204.206.71.169,10.0.0.12,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT02296,2026-01-08 23:20:00,1.192.102.96,10.0.3.195,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT02297,2026-01-08 23:25:00,206.53.9.106,10.0.2.70,Port Scan,No IOC Match,,,,,,,,,No Match
EVT02298,2026-01-08 23:30:00,146.125.216.120,10.0.9.204,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT02299,2026-01-08 23:35:00,198.222.12.3,10.0.1.50,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT02300,2026-01-08 23:40:00,34.58.21.42,10.0.3.55,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT02301,2026-01-08 23:45:00,121.228.95.63,10.0.7.168,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT02302,2026-01-08 23:50:00,118.139.181.174,10.0.3.44,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT02303,2026-01-08 23:55:00,212.129.109.246,10.0.7.59,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT02304,2026-01-09 00:00:00,192.131.132.133,10.0.9.44,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT02305,2026-01-09 00:05:00,90.72.178.194,10.0.4.116,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT02306,2026-01-09 00:10:00,42.244.45.96,10.0.8.121,Login Success,No IOC Match,,,,,,,,,No Match
EVT02307,2026-01-09 00:15:00,140.25.220.237,10.0.8.157,Port Scan,No IOC Match,,,,,,,,,No Match
EVT02308,2026-01-09 00:20:00,56.174.236.133,10.0.3.226,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT02309,2026-01-09 00:25:00,130.124.14.225,10.0.0.127,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT02310,2026-01-09 00:30:00,184.71.167.165,10.0.7.180,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT02311,2026-01-09 00:35:00,138.98.17.2,10.0.9.241,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT02312,2026-01-09 00:40:00,149.155.192.120,10.0.6.69,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT02313,2026-01-09 00:45:00,78.113.238.3,10.0.3.206,Port Scan,No IOC Match,,,,,,,,,No Match
EVT02314,2026-01-09 00:50:00,200.106.43.153,10.0.1.13,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT02315,2026-01-09 00:55:00,202.136.154.219,10.0.2.71,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT02316,2026-01-09 01:00:00,192.87.148.194,10.0.7.104,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT02317,2026-01-09 01:05:00,222.9.192.83,10.0.6.12,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT02318,2026-01-09 01:10:00,106.45.212.49,10.0.6.94,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT02319,2026-01-09 01:15:00,201.72.0.86,10.0.9.156,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT02320,2026-01-09 01:20:00,202.168.33.173,10.0.8.203,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT02321,2026-01-09 01:25:00,175.55.120.71,10.0.6.220,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT02322,2026-01-09 01:30:00,137.249.80.80,10.0.0.8,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT02323,2026-01-09 01:35:00,81.128.166.69,10.0.4.79,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT02324,2026-01-09 01:40:00,148.246.196.137,10.0.3.214,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT02325,2026-01-09 01:45:00,151.196.35.151,10.0.1.107,Port Scan,No IOC Match,,,,,,,,,No Match
EVT02326,2026-01-09 01:50:00,143.233.209.139,10.0.0.121,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT02327,2026-01-09 01:55:00,93.58.120.108,10.0.7.127,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT02328,2026-01-09 02:00:00,208.197.186.73,10.0.0.167,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT02329,2026-01-09 02:05:00,57.63.191.81,10.0.8.142,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT02330,2026-01-09 02:10:00,161.171.254.248,10.0.1.150,Failed Login,No IOC Match,,,,,,,,,No Match
EVT02331,2026-01-09 02:15:00,70.131.236.230,10.0.7.128,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT02332,2026-01-09 02:20:00,143.47.23.177,10.0.7.193,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT02333,2026-01-09 02:25:00,176.105.71.137,10.0.6.187,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT02334,2026-01-09 02:30:00,150.150.38.106,10.0.8.163,Failed Login,No IOC Match,,,,,,,,,No Match
EVT02335,2026-01-09 02:35:00,223.35.75.80,10.0.9.162,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT02336,2026-01-09 02:40:00,136.179.67.23,10.0.4.74,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT02337,2026-01-09 02:45:00,215.215.202.144,10.0.8.36,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT02338,2026-01-09 02:50:00,172.177.209.61,10.0.1.88,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT02339,2026-01-09 02:55:00,215.221.116.166,10.0.1.193,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT02340,2026-01-09 03:00:00,142.185.213.55,10.0.9.126,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT02341,2026-01-09 03:05:00,70.114.125.1,10.0.1.223,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT02342,2026-01-09 03:10:00,220.1.156.237,10.0.2.130,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT02343,2026-01-09 03:15:00,192.14.156.201,10.0.8.116,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT02344,2026-01-09 03:20:00,125.200.207.89,10.0.2.251,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT02345,2026-01-09 03:25:00,203.54.208.103,10.0.0.72,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT02346,2026-01-09 03:30:00,200.129.107.231,10.0.4.21,Brute Force,No IOC Match,,,,,,,,,No Match
EVT02347,2026-01-09 03:35:00,212.65.104.187,10.0.3.156,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT02348,2026-01-09 03:40:00,207.65.49.218,10.0.3.195,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT02349,2026-01-09 03:45:00,188.192.110.140,10.0.5.152,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT02350,2026-01-09 03:50:00,158.162.24.152,10.0.0.206,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT02351,2026-01-09 03:55:00,136.16.23.238,10.0.1.19,Login Success,No IOC Match,,,,,,,,,No Match
EVT02352,2026-01-09 04:00:00,133.125.220.12,10.0.7.42,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT02353,2026-01-09 04:05:00,210.80.198.131,10.0.5.90,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT02354,2026-01-09 04:10:00,175.213.127.201,10.0.5.179,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT02355,2026-01-09 04:15:00,27.112.223.94,10.0.0.183,Login Success,No IOC Match,,,,,,,,,No Match
EVT02356,2026-01-09 04:20:00,89.142.10.166,10.0.0.150,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT02357,2026-01-09 04:25:00,65.93.42.72,10.0.6.186,Failed Login,No IOC Match,,,,,,,,,No Match
EVT02358,2026-01-09 04:30:00,216.83.177.3,10.0.0.198,Brute Force,No IOC Match,,,,,,,,,No Match
EVT02359,2026-01-09 04:35:00,143.14.252.230,10.0.1.126,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT02360,2026-01-09 04:40:00,125.77.140.91,10.0.1.221,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT02361,2026-01-09 04:45:00,165.239.105.3,10.0.1.253,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT02362,2026-01-09 04:50:00,161.246.249.41,10.0.8.22,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT02363,2026-01-09 04:55:00,165.211.95.154,10.0.9.201,Brute Force,No IOC Match,,,,,,,,,No Match
EVT02364,2026-01-09 05:00:00,218.44.132.47,10.0.7.190,Brute Force,No IOC Match,,,,,,,,,No Match
EVT02365,2026-01-09 05:05:00,121.46.154.108,10.0.7.173,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT02366,2026-01-09 05:10:00,167.131.138.225,10.0.4.95,Port Scan,No IOC Match,,,,,,,,,No Match
EVT02367,2026-01-09 05:15:00,59.143.122.155,10.0.9.24,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT02368,2026-01-09 05:20:00,97.236.205.42,10.0.7.172,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT02369,2026-01-09 05:25:00,212.47.101.2,10.0.4.184,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT02370,2026-01-09 05:30:00,98.102.228.18,10.0.3.29,Port Scan,No IOC Match,,,,,,,,,No Match
EVT02371,2026-01-09 05:35:00,37.240.166.109,10.0.3.193,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT02372,2026-01-09 05:40:00,198.203.105.210,10.0.9.25,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT02373,2026-01-09 05:45:00,210.176.240.83,10.0.8.30,Brute Force,No IOC Match,,,,,,,,,No Match
EVT02374,2026-01-09 05:50:00,144.42.161.85,10.0.9.42,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT02375,2026-01-09 05:55:00,177.192.51.173,10.0.5.145,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT02376,2026-01-09 06:00:00,187.240.124.50,10.0.1.24,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT02377,2026-01-09 06:05:00,220.17.172.177,10.0.8.18,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT02378,2026-01-09 06:10:00,70.58.91.65,10.0.1.119,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT02379,2026-01-09 06:15:00,9.145.233.220,10.0.3.198,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT02380,2026-01-09 06:20:00,107.242.222.14,10.0.7.107,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT02381,2026-01-09 06:25:00,222.83.176.168,10.0.8.59,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT02382,2026-01-09 06:30:00,142.11.232.147,10.0.0.132,Brute Force,No IOC Match,,,,,,,,,No Match
EVT02383,2026-01-09 06:35:00,44.124.105.195,10.0.3.221,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT02384,2026-01-09 06:40:00,23.19.227.183,10.0.2.112,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT02385,2026-01-09 06:45:00,207.217.80.97,10.0.5.174,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT02386,2026-01-09 06:50:00,61.34.184.4,10.0.9.224,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT02387,2026-01-09 06:55:00,216.159.86.112,10.0.9.220,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT02388,2026-01-09 07:00:00,134.42.165.255,10.0.0.66,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT02389,2026-01-09 07:05:00,219.229.37.121,10.0.9.212,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT02390,2026-01-09 07:10:00,48.214.70.245,10.0.1.47,Login Success,No IOC Match,,,,,,,,,No Match
EVT02391,2026-01-09 07:15:00,215.7.4.22,10.0.8.92,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT02392,2026-01-09 07:20:00,136.54.108.241,10.0.6.78,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT02393,2026-01-09 07:25:00,35.148.245.130,10.0.0.140,Brute Force,No IOC Match,,,,,,,,,No Match
EVT02394,2026-01-09 07:30:00,128.91.215.249,10.0.5.208,Login Success,No IOC Match,,,,,,,,,No Match
EVT02395,2026-01-09 07:35:00,176.86.242.98,10.0.8.123,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT02396,2026-01-09 07:40:00,133.161.242.69,10.0.6.197,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT02397,2026-01-09 07:45:00,117.244.6.241,10.0.9.98,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT02398,2026-01-09 07:50:00,82.31.61.230,10.0.0.92,File Access,No IOC Match,,,,,,,,,No Match
EVT02399,2026-01-09 07:55:00,44.162.128.151,10.0.4.249,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT02400,2026-01-09 08:00:00,105.103.149.56,10.0.3.111,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT02401,2026-01-09 08:05:00,200.19.126.51,10.0.3.170,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT02402,2026-01-09 08:10:00,157.130.167.66,10.0.7.6,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT02403,2026-01-09 08:15:00,209.151.3.15,10.0.4.225,Failed Login,No IOC Match,,,,,,,,,No Match
EVT02404,2026-01-09 08:20:00,222.21.168.249,10.0.3.54,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT02405,2026-01-09 08:25:00,109.0.222.98,10.0.6.177,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT02406,2026-01-09 08:30:00,137.57.143.190,10.0.1.53,Login Success,No IOC Match,,,,,,,,,No Match
EVT02407,2026-01-09 08:35:00,196.148.250.147,10.0.1.176,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT02408,2026-01-09 08:40:00,171.254.127.189,10.0.5.227,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT02409,2026-01-09 08:45:00,196.224.146.213,10.0.4.17,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT02410,2026-01-09 08:50:00,162.223.16.204,10.0.4.1,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT02411,2026-01-09 08:55:00,18.230.34.154,10.0.5.246,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT02412,2026-01-09 09:00:00,194.177.51.147,10.0.8.21,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT02413,2026-01-09 09:05:00,209.240.83.97,10.0.3.113,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT02414,2026-01-09 09:10:00,205.214.55.173,10.0.3.34,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT02415,2026-01-09 09:15:00,63.207.10.88,10.0.4.43,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT02416,2026-01-09 09:20:00,190.234.130.60,10.0.2.35,Brute Force,No IOC Match,,,,,,,,,No Match
EVT02417,2026-01-09 09:25:00,24.39.50.30,10.0.9.114,File Access,No IOC Match,,,,,,,,,No Match
EVT02418,2026-01-09 09:30:00,181.150.83.200,10.0.7.42,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT02419,2026-01-09 09:35:00,149.48.51.37,10.0.3.170,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT02420,2026-01-09 09:40:00,203.160.109.201,10.0.9.8,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT02421,2026-01-09 09:45:00,207.111.160.181,10.0.6.133,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT02422,2026-01-09 09:50:00,129.156.183.77,10.0.1.114,Brute Force,No IOC Match,,,,,,,,,No Match
EVT02423,2026-01-09 09:55:00,222.99.210.167,10.0.5.139,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT02424,2026-01-09 10:00:00,99.174.224.102,10.0.8.99,Brute Force,No IOC Match,,,,,,,,,No Match
EVT02425,2026-01-09 10:05:00,223.30.34.21,10.0.9.146,File Access,No IOC Match,,,,,,,,,No Match
EVT02426,2026-01-09 10:10:00,201.174.191.175,10.0.4.254,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT02427,2026-01-09 10:15:00,99.66.192.166,10.0.4.247,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT02428,2026-01-09 10:20:00,102.61.181.126,10.0.4.252,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT02429,2026-01-09 10:25:00,219.51.167.104,10.0.9.13,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT02430,2026-01-09 10:30:00,191.210.152.252,10.0.7.4,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT02431,2026-01-09 10:35:00,211.125.185.115,10.0.1.31,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT02432,2026-01-09 10:40:00,21.224.92.44,10.0.6.6,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT02433,2026-01-09 10:45:00,136.230.94.218,10.0.1.173,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT02434,2026-01-09 10:50:00,194.193.122.25,10.0.8.54,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT02435,2026-01-09 10:55:00,160.31.70.232,10.0.4.81,Brute Force,No IOC Match,,,,,,,,,No Match
EVT02436,2026-01-09 11:00:00,158.118.52.30,10.0.0.106,Login Success,No IOC Match,,,,,,,,,No Match
EVT02437,2026-01-09 11:05:00,69.205.129.43,10.0.8.5,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT02438,2026-01-09 11:10:00,165.21.236.68,10.0.5.66,Brute Force,No IOC Match,,,,,,,,,No Match
EVT02439,2026-01-09 11:15:00,149.22.219.129,10.0.5.45,Brute Force,No IOC Match,,,,,,,,,No Match
EVT02440,2026-01-09 11:20:00,171.41.53.128,10.0.8.248,Brute Force,No IOC Match,,,,,,,,,No Match
EVT02441,2026-01-09 11:25:00,214.139.161.174,10.0.2.15,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT02442,2026-01-09 11:30:00,120.172.212.84,10.0.0.117,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT02443,2026-01-09 11:35:00,161.183.234.78,10.0.9.200,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT02444,2026-01-09 11:40:00,209.29.137.54,10.0.5.168,Failed Login,No IOC Match,,,,,,,,,No Match
EVT02445,2026-01-09 11:45:00,213.253.50.87,10.0.8.7,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT02446,2026-01-09 11:50:00,116.209.80.108,10.0.0.237,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT02447,2026-01-09 11:55:00,209.143.69.144,10.0.1.107,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT02448,2026-01-09 12:00:00,169.158.19.214,10.0.9.83,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT02449,2026-01-09 12:05:00,164.91.214.38,10.0.4.3,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT02450,2026-01-09 12:10:00,147.185.166.1,10.0.3.101,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT02451,2026-01-09 12:15:00,185.184.47.194,10.0.1.190,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT02452,2026-01-09 12:20:00,75.142.145.86,10.0.3.137,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT02453,2026-01-09 12:25:00,118.66.108.220,10.0.7.44,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT02454,2026-01-09 12:30:00,81.175.192.190,10.0.6.87,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT02455,2026-01-09 12:35:00,169.199.162.132,10.0.7.183,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT02456,2026-01-09 12:40:00,98.64.188.209,10.0.4.122,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT02457,2026-01-09 12:45:00,56.78.52.68,10.0.1.128,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT02458,2026-01-09 12:50:00,186.241.218.59,10.0.5.98,Login Success,No IOC Match,,,,,,,,,No Match
EVT02459,2026-01-09 12:55:00,208.245.250.70,10.0.0.175,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT02460,2026-01-09 13:00:00,215.10.64.86,10.0.1.124,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT02461,2026-01-09 13:05:00,128.154.131.40,10.0.0.46,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT02462,2026-01-09 13:10:00,177.233.213.120,10.0.5.120,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT02463,2026-01-09 13:15:00,158.99.201.30,10.0.3.175,Login Success,No IOC Match,,,,,,,,,No Match
EVT02464,2026-01-09 13:20:00,53.201.253.254,10.0.9.31,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT02465,2026-01-09 13:25:00,197.31.22.7,10.0.2.35,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT02466,2026-01-09 13:30:00,174.156.222.6,10.0.6.57,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT02467,2026-01-09 13:35:00,222.187.79.101,10.0.5.37,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT02468,2026-01-09 13:40:00,47.228.189.135,10.0.8.3,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT02469,2026-01-09 13:45:00,166.198.194.165,10.0.1.35,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT02470,2026-01-09 13:50:00,162.225.190.103,10.0.7.57,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT02471,2026-01-09 13:55:00,186.173.245.16,10.0.0.75,Brute Force,No IOC Match,,,,,,,,,No Match
EVT02472,2026-01-09 14:00:00,142.21.226.247,10.0.2.167,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT02473,2026-01-09 14:05:00,176.133.240.85,10.0.4.182,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT02474,2026-01-09 14:10:00,131.53.12.237,10.0.8.182,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT02475,2026-01-09 14:15:00,133.79.178.188,10.0.7.212,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT02476,2026-01-09 14:20:00,218.202.229.12,10.0.3.90,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT02477,2026-01-09 14:25:00,81.245.216.6,10.0.0.189,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT02478,2026-01-09 14:30:00,96.211.169.0,10.0.6.238,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT02479,2026-01-09 14:35:00,46.51.187.244,10.0.2.48,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT02480,2026-01-09 14:40:00,87.145.206.161,10.0.9.121,Failed Login,No IOC Match,,,,,,,,,No Match
EVT02481,2026-01-09 14:45:00,85.211.15.206,10.0.2.110,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT02482,2026-01-09 14:50:00,146.143.87.98,10.0.6.55,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT02483,2026-01-09 14:55:00,150.205.166.220,10.0.9.145,Brute Force,No IOC Match,,,,,,,,,No Match
EVT02484,2026-01-09 15:00:00,86.253.89.74,10.0.3.1,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT02485,2026-01-09 15:05:00,76.48.201.204,10.0.4.154,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT02486,2026-01-09 15:10:00,114.212.120.52,10.0.1.170,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT02487,2026-01-09 15:15:00,112.206.163.66,10.0.1.39,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT02488,2026-01-09 15:20:00,177.1.255.106,10.0.2.127,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT02489,2026-01-09 15:25:00,174.237.203.93,10.0.8.165,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT02490,2026-01-09 15:30:00,83.19.170.0,10.0.7.15,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT02491,2026-01-09 15:35:00,111.222.105.9,10.0.0.188,Login Success,No IOC Match,,,,,,,,,No Match
EVT02492,2026-01-09 15:40:00,96.91.12.255,10.0.3.40,File Access,No IOC Match,,,,,,,,,No Match
EVT02493,2026-01-09 15:45:00,150.217.63.144,10.0.2.115,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT02494,2026-01-09 15:50:00,141.53.208.45,10.0.7.212,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
