rank,event_id,risk_score_internal,risk_score,risk_level,priority,risk_score_complete,missing_components,component_weight_coverage,asset_criticality_score,reasons,calculated_at,input_severity,input_ml_confidence_raw,input_ml_prediction,input_cvss_score,input_ioc_status,input_ioc_confidence,input_asset_name,input_asset_criticality_label,input_asset_criticality_verified,input_asset_criticality_score_0to1,input_failed_login_attempts,ml_prediction,ioc_status,asset_name,asset_criticality_label,asset_criticality_verified,status
468,EVT05237,0.6565,65.65,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.986643+00:00,Critical,39.69,Normal,8.8,No IOC Match,,LEG-SW-0002,Unknown,False,,0,Normal,No IOC Match,LEG-SW-0002,Unknown,False,Open
469,EVT08589,0.6561,65.61,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.124820+00:00,Critical,43.55,Normal,8.3,No IOC Match,,IT-RTR-0124,Unknown,False,,0,Normal,No IOC Match,IT-RTR-0124,Unknown,False,Open
470,EVT00074,0.656,65.6,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.776954+00:00,Critical,44.32,Normal,8.2,No IOC Match,,SAL-MOB-0097,Unknown,False,,0,Normal,No IOC Match,SAL-MOB-0097,Unknown,False,Open
471,EVT04260,0.6558,65.58,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.945526+00:00,Critical,38.67,Normal,8.9,No IOC Match,,LEG-LAP-0059,Unknown,False,,1,Normal,No IOC Match,LEG-LAP-0059,Unknown,False,Open
472,EVT05063,0.6558,65.58,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.979916+00:00,High,64.46,Normal,8.8,No IOC Match,,ENG-RTR-0072,Unknown,False,,0,Normal,No IOC Match,ENG-RTR-0072,Unknown,False,Open
473,EVT03825,0.6557,65.57,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.928713+00:00,Critical,44.22,Normal,8.2,No IOC Match,,HR-SRV-0100,Unknown,False,,0,Normal,No IOC Match,HR-SRV-0100,Unknown,False,Open
474,EVT04194,0.6557,65.57,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.942869+00:00,Critical,41.83,Normal,8.5,No IOC Match,,MKT-FW-0043,Unknown,False,,0,Normal,No IOC Match,MKT-FW-0043,Unknown,False,Open
475,EVT06219,0.6557,65.57,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.030308+00:00,Critical,39.42,Normal,8.8,No IOC Match,,HR-RTR-0067,Unknown,False,,0,Normal,No IOC Match,HR-RTR-0067,Unknown,False,Open
476,EVT07205,0.6556,65.56,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.069678+00:00,High,64.38,Normal,8.8,No IOC Match,,SAL-FW-0010,Unknown,False,,1,Normal,No IOC Match,SAL-FW-0010,Unknown,False,Open
477,EVT09410,0.6556,65.56,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.157785+00:00,High,55.6,Normal,9.9,No IOC Match,,MKT-RTR-0108,Unknown,False,,2,Normal,No IOC Match,MKT-RTR-0108,Unknown,False,Open
478,EVT05953,0.6555,65.55,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.020293+00:00,Medium,80.57,Suspicious,9.9,No IOC Match,,ENG-MOB-0082,Unknown,False,,6,Suspicious,No IOC Match,ENG-MOB-0082,Unknown,False,Open
479,EVT03131,0.6548,65.48,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.901544+00:00,Critical,43.93,Normal,8.2,No IOC Match,,HR-PC-0010,Unknown,False,,0,Normal,No IOC Match,HR-PC-0010,Unknown,False,Open
480,EVT05352,0.6548,65.48,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.993485+00:00,High,66.54,Normal,8.5,No IOC Match,,OPS-SW-0048,Unknown,False,,8,Normal,No IOC Match,OPS-SW-0048,Unknown,False,Open
481,EVT09648,0.6546,65.46,High,Investigate Soon,True,[],1.0,0.5,['High CVSS vulnerability'],2026-09-02T05:58:32.166608+00:00,Critical,57.04,Normal,8.1,No IOC Match,,HR-PC-0106,Medium,True,0.5,0,Normal,No IOC Match,HR-PC-0106,Medium,True,Open
482,EVT02385,0.654,65.4,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.867386+00:00,High,57.48,Normal,9.6,No IOC Match,,FIN-MOB-0035,Unknown,False,,3,Normal,No IOC Match,FIN-MOB-0035,Unknown,False,Open
483,EVT01387,0.6538,65.38,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.826854+00:00,Critical,62.82,Normal,5.8,No IOC Match,,MKT-PRT-0062,Unknown,False,,7,Normal,No IOC Match,MKT-PRT-0062,Unknown,False,Open
484,EVT06263,0.6533,65.33,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.031975+00:00,Critical,43.46,Normal,8.2,No IOC Match,,ENG-SW-0033,Unknown,False,,0,Normal,No IOC Match,ENG-SW-0033,Unknown,False,Open
485,EVT05508,0.6532,65.32,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.003635+00:00,High,67.63,Suspicious,8.3,No IOC Match,,MKT-MOB-0015,Unknown,False,,0,Suspicious,No IOC Match,MKT-MOB-0015,Unknown,False,Open
486,EVT01283,0.653,65.3,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.822908+00:00,High,58.75,Normal,9.4,No IOC Match,,SAL-LAP-0042,Unknown,False,,4,Normal,No IOC Match,SAL-LAP-0042,Unknown,False,Open
487,EVT06533,0.6529,65.29,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.043099+00:00,Critical,45.74,Normal,7.9,No IOC Match,,HR-PC-0122,Unknown,False,,0,Normal,No IOC Match,HR-PC-0122,Unknown,False,Open
488,EVT04495,0.6526,65.26,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.954878+00:00,High,64.24,Normal,8.7,No IOC Match,,FIN-PC-0011,Unknown,False,,1,Normal,No IOC Match,FIN-PC-0011,Unknown,False,Open
489,EVT01650,0.6525,65.25,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.836704+00:00,Critical,58.4,Normal,6.3,No IOC Match,,SAL-RTR-0109,Unknown,False,,8,Normal,No IOC Match,SAL-RTR-0109,Unknown,False,Open
490,EVT07411,0.6525,65.25,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.078265+00:00,Critical,38.39,Normal,8.8,No IOC Match,,IT-LAP-0132,Unknown,False,,0,Normal,No IOC Match,IT-LAP-0132,Unknown,False,Open
491,EVT08923,0.6525,65.25,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.138474+00:00,Critical,40.8,Normal,8.5,No IOC Match,,MKT-DB-0021,Unknown,False,,0,Normal,No IOC Match,MKT-DB-0021,Unknown,False,Open
492,EVT01622,0.6524,65.24,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.835520+00:00,High,74.56,Suspicious,7.4,No IOC Match,,LEG-DB-0109,Unknown,False,,6,Suspicious,No IOC Match,LEG-DB-0109,Unknown,False,Open
493,EVT07369,0.6524,65.24,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.076396+00:00,Critical,46.38,Normal,7.8,No IOC Match,,SAL-SW-0002,Unknown,False,,2,Normal,No IOC Match,SAL-SW-0002,Unknown,False,Open
494,EVT03618,0.6519,65.19,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.921347+00:00,Critical,61.41,Normal,5.9,No IOC Match,,ENG-SRV-0052,Unknown,False,,7,Normal,No IOC Match,ENG-SRV-0052,Unknown,False,Open
495,EVT00639,0.6516,65.16,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.798688+00:00,High,67.91,Normal,8.2,No IOC Match,,IT-LAP-0031,Unknown,False,,7,Normal,No IOC Match,IT-LAP-0031,Unknown,False,Open
496,EVT05841,0.6516,65.16,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016287+00:00,Critical,57.3,Normal,6.4,No IOC Match,,OPS-LAP-0002,Unknown,False,,0,Normal,No IOC Match,OPS-LAP-0002,Unknown,False,Open
497,EVT05718,0.6513,65.13,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.011793+00:00,High,62.22,Normal,8.9,No IOC Match,,OPS-PRT-0029,Unknown,False,,0,Normal,No IOC Match,OPS-PRT-0029,Unknown,False,Open
498,EVT05791,0.6509,65.09,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.014422+00:00,Critical,38.69,Normal,8.7,No IOC Match,,FIN-SW-0016,Unknown,False,,0,Normal,No IOC Match,FIN-SW-0016,Unknown,False,Open
499,EVT05982,0.6509,65.09,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.021502+00:00,High,54.1,Normal,9.9,No IOC Match,,IT-RTR-0087,Unknown,False,,0,Normal,No IOC Match,IT-RTR-0087,Unknown,False,Open
500,EVT00594,0.6508,65.08,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.796898+00:00,Critical,41.05,Normal,8.4,No IOC Match,,LEG-MOB-0100,Unknown,False,,0,Normal,No IOC Match,LEG-MOB-0100,Unknown,False,Open
501,EVT03485,0.6504,65.04,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.916329+00:00,High,55.54,Normal,9.7,No IOC Match,,SAL-PC-0041,Unknown,False,,0,Normal,No IOC Match,SAL-PC-0041,Unknown,False,Open
502,EVT04636,0.6504,65.04,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.960384+00:00,Critical,62.52,Suspicious,5.7,No IOC Match,,ENG-FW-0071,Unknown,False,,0,Suspicious,No IOC Match,ENG-FW-0071,Unknown,False,Open
503,EVT05544,0.6501,65.01,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.005097+00:00,High,76.24,Suspicious,7.1,No IOC Match,,OPS-IOT-0024,Unknown,False,,6,Suspicious,No IOC Match,OPS-IOT-0024,Unknown,False,Open
504,EVT06316,0.6501,65.01,High,Investigate Soon,True,[],1.0,0.75,[],2026-09-02T05:58:32.033874+00:00,Critical,36.83,Normal,7.9,No IOC Match,,IT-PRT-0097,High,True,0.75,0,Normal,No IOC Match,IT-PRT-0097,High,True,Open
505,EVT08690,0.65,65.0,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.128831+00:00,Critical,56.0,Normal,6.5,No IOC Match,,OPS-SW-0069,Unknown,False,,0,Normal,No IOC Match,OPS-SW-0069,Unknown,False,Open
506,EVT02015,0.6498,64.98,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.852151+00:00,Critical,42.33,Normal,8.2,No IOC Match,,HR-SRV-0053,Unknown,False,,0,Normal,No IOC Match,HR-SRV-0053,Unknown,False,Open
507,EVT02595,0.6498,64.98,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.875703+00:00,Critical,39.92,Normal,8.5,No IOC Match,,SAL-SW-0088,Unknown,False,,0,Normal,No IOC Match,SAL-SW-0088,Unknown,False,Open
508,EVT05568,0.6498,64.98,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.006031+00:00,Critical,53.53,Normal,6.8,No IOC Match,,SAL-FW-0074,Unknown,False,,6,Normal,No IOC Match,SAL-FW-0074,Unknown,False,Open
509,EVT03323,0.6496,64.96,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.909596+00:00,Critical,62.26,Normal,5.7,No IOC Match,,MKT-LAP-0094,Unknown,False,,8,Normal,No IOC Match,MKT-LAP-0094,Unknown,False,Open
510,EVT05581,0.6495,64.95,High,Investigate Soon,True,[],1.0,0.75,['Multiple failed login attempts'],2026-09-02T05:58:32.006565+00:00,Critical,71.81,Suspicious,3.5,No IOC Match,,HR-DB-0048,High,True,0.75,6,Suspicious,No IOC Match,HR-DB-0048,High,True,Open
511,EVT02044,0.6494,64.94,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.853665+00:00,Critical,41.42,Normal,8.3,No IOC Match,,SAL-PRT-0099,Unknown,False,,0,Normal,No IOC Match,SAL-PRT-0099,Unknown,False,Open
512,EVT02468,0.6493,64.93,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.870573+00:00,Critical,37.39,Normal,8.8,No IOC Match,,OPS-MOB-0136,Unknown,False,,0,Normal,No IOC Match,OPS-MOB-0136,Unknown,False,Open
513,EVT05266,0.6493,64.93,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987814+00:00,Critical,45.38,Normal,7.8,No IOC Match,,HR-RTR-0034,Unknown,False,,0,Normal,No IOC Match,HR-RTR-0034,Unknown,False,Open
514,EVT06910,0.6491,64.91,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.058798+00:00,Critical,39.72,Normal,8.5,No IOC Match,,HR-RTR-0006,Unknown,False,,0,Normal,No IOC Match,HR-RTR-0006,Unknown,False,Open
515,EVT08790,0.6489,64.89,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.132574+00:00,Medium,81.66,Suspicious,9.5,No IOC Match,,SAL-IOT-0009,Unknown,False,,3,Suspicious,No IOC Match,SAL-IOT-0009,Unknown,False,Open
516,EVT03704,0.6488,64.88,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.924442+00:00,Critical,62.82,Normal,5.6,No IOC Match,,FIN-FW-0053,Unknown,False,,7,Normal,No IOC Match,FIN-FW-0053,Unknown,False,Open
517,EVT06374,0.6488,64.88,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.036436+00:00,Critical,58.83,Normal,6.1,No IOC Match,,IT-RTR-0006,Unknown,False,,8,Normal,No IOC Match,IT-RTR-0006,Unknown,False,Open
518,EVT01898,0.6485,64.85,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.846513+00:00,Critical,53.93,Normal,6.7,No IOC Match,,SAL-IOT-0059,Unknown,False,,6,Normal,No IOC Match,SAL-IOT-0059,Unknown,False,Open
519,EVT05842,0.6484,64.84,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.016321+00:00,High,56.5,Normal,9.5,No IOC Match,,OPS-FW-0031,Unknown,False,,5,Normal,No IOC Match,OPS-FW-0031,Unknown,False,Open
520,EVT03573,0.6483,64.83,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.919778+00:00,High,76.47,Normal,7.0,No IOC Match,,SAL-SRV-0071,Unknown,False,,8,Normal,No IOC Match,SAL-SRV-0071,Unknown,False,Open
521,EVT05250,0.6481,64.81,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.987216+00:00,Critical,42.6,Normal,8.1,No IOC Match,,LEG-PRT-0037,Unknown,False,,0,Normal,No IOC Match,LEG-PRT-0037,Unknown,False,Open
522,EVT04017,0.648,64.8,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.936028+00:00,Critical,66.55,Normal,5.1,No IOC Match,,OPS-IOT-0100,Unknown,False,,7,Normal,No IOC Match,OPS-IOT-0100,Unknown,False,Open
523,EVT04068,0.6477,64.77,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.937826+00:00,Critical,57.68,Normal,6.2,No IOC Match,,ENG-PC-0111,Unknown,False,,0,Normal,No IOC Match,ENG-PC-0111,Unknown,False,Open
524,EVT08823,0.6477,64.77,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.133937+00:00,High,54.68,Normal,9.7,No IOC Match,,OPS-PRT-0094,Unknown,False,,6,Normal,No IOC Match,OPS-PRT-0094,Unknown,False,Open
525,EVT09597,0.6477,64.77,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.164748+00:00,Critical,43.26,Normal,8.0,No IOC Match,,MKT-MOB-0089,Unknown,False,,0,Normal,No IOC Match,MKT-MOB-0089,Unknown,False,Open
526,EVT07396,0.6475,64.75,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.077358+00:00,High,69.01,Normal,7.9,No IOC Match,,ENG-MOB-0046,Unknown,False,,8,Normal,No IOC Match,ENG-MOB-0046,Unknown,False,Open
527,EVT04146,0.6474,64.74,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.941033+00:00,High,61.78,Normal,8.8,No IOC Match,,MKT-FW-0082,Unknown,False,,0,Normal,No IOC Match,MKT-FW-0082,Unknown,False,Open
528,EVT05280,0.6472,64.72,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.988291+00:00,Medium,78.71,Suspicious,9.8,No IOC Match,,OPS-SRV-0044,Unknown,False,,3,Suspicious,No IOC Match,OPS-SRV-0044,Unknown,False,Open
529,EVT08230,0.6472,64.72,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.111537+00:00,Critical,58.29,Normal,6.1,No IOC Match,,LEG-SW-0024,Unknown,False,,0,Normal,No IOC Match,LEG-SW-0024,Unknown,False,Open
530,EVT04302,0.6471,64.71,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.947025+00:00,Critical,56.66,Normal,6.3,No IOC Match,,OPS-LAP-0041,Unknown,False,,4,Normal,No IOC Match,OPS-LAP-0041,Unknown,False,Open
531,EVT06255,0.6469,64.69,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.031699+00:00,High,60.02,Normal,9.0,No IOC Match,,OPS-LAP-0070,Unknown,False,,4,Normal,No IOC Match,OPS-LAP-0070,Unknown,False,Open
532,EVT04375,0.6468,64.68,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.950072+00:00,High,52.77,Normal,9.9,No IOC Match,,ENG-SRV-0138,Unknown,False,,3,Normal,No IOC Match,ENG-SRV-0138,Unknown,False,Open
533,EVT04746,0.6466,64.66,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.964653+00:00,High,61.5,Normal,8.8,No IOC Match,,FIN-MOB-0002,Unknown,False,,0,Normal,No IOC Match,FIN-MOB-0002,Unknown,False,Open
534,EVT09280,0.6466,64.66,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.152951+00:00,Critical,35.71,Normal,8.9,No IOC Match,,OPS-RTR-0115,Unknown,False,,0,Normal,No IOC Match,OPS-RTR-0115,Unknown,False,Open
535,EVT03040,0.6463,64.63,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.897986+00:00,High,79.03,Suspicious,6.6,No IOC Match,,ENG-PRT-0070,Unknown,False,,8,Suspicious,No IOC Match,ENG-PRT-0070,Unknown,False,Open
536,EVT07174,0.646,64.6,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.068565+00:00,Critical,69.91,Suspicious,4.6,No IOC Match,,MKT-LAP-0056,Unknown,False,,8,Suspicious,No IOC Match,MKT-LAP-0056,Unknown,False,Open
537,EVT02075,0.6459,64.59,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.854940+00:00,High,63.69,Normal,8.5,No IOC Match,,ENG-PC-0008,Unknown,False,,7,Normal,No IOC Match,ENG-PC-0008,Unknown,False,Open
538,EVT06143,0.6458,64.58,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.027615+00:00,Critical,42.65,Normal,8.0,No IOC Match,,IT-SRV-0004,Unknown,False,,0,Normal,No IOC Match,IT-SRV-0004,Unknown,False,Open
539,EVT03501,0.6457,64.57,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.916936+00:00,High,65.23,Suspicious,8.3,No IOC Match,,MKT-MOB-0007,Unknown,False,,0,Suspicious,No IOC Match,MKT-MOB-0007,Unknown,False,Open
540,EVT00006,0.6455,64.55,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.773942+00:00,High,60.37,Suspicious,6.4,Suspicious,Low,ENG-FW-0105,Unknown,False,,0,Suspicious,Suspicious,ENG-FW-0105,Unknown,False,Open
541,EVT09541,0.6454,64.54,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.162705+00:00,High,59.52,Normal,9.0,No IOC Match,,IT-DB-0111,Unknown,False,,4,Normal,No IOC Match,IT-DB-0111,Unknown,False,Open
542,EVT03588,0.6453,64.53,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.920292+00:00,Critical,36.9,Normal,8.7,No IOC Match,,ENG-LAP-0088,Unknown,False,,0,Normal,No IOC Match,ENG-LAP-0088,Unknown,False,Open
543,EVT03935,0.6453,64.53,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.932583+00:00,Critical,39.29,Normal,8.4,No IOC Match,,SAL-RTR-0020,Unknown,False,,0,Normal,No IOC Match,SAL-RTR-0020,Unknown,False,Open
544,EVT00288,0.6448,64.48,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.785084+00:00,Critical,54.33,Normal,6.5,No IOC Match,,LEG-DB-0091,Unknown,False,,0,Normal,No IOC Match,LEG-DB-0091,Unknown,False,Open
545,EVT00383,0.6448,64.48,High,Investigate Soon,True,[],1.0,0.5,['High CVSS vulnerability'],2026-09-02T05:58:31.788488+00:00,Critical,46.72,Normal,8.9,No IOC Match,,IT-SRV-0003,Medium,True,0.5,0,Normal,No IOC Match,IT-SRV-0003,Medium,True,Open
546,EVT08266,0.6448,64.48,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.112812+00:00,Critical,39.93,Normal,8.3,No IOC Match,,OPS-LAP-0065,Unknown,False,,0,Normal,No IOC Match,OPS-LAP-0065,Unknown,False,Open
547,EVT09736,0.6446,64.46,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.170148+00:00,Critical,56.68,Normal,6.2,No IOC Match,,IT-RTR-0120,Unknown,False,,0,Normal,No IOC Match,IT-RTR-0120,Unknown,False,Open
548,EVT00851,0.6443,64.43,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.807336+00:00,Critical,75.79,Suspicious,3.8,No IOC Match,,SAL-RTR-0086,Unknown,False,,5,Suspicious,No IOC Match,SAL-RTR-0086,Unknown,False,Open
549,EVT02533,0.6442,64.42,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.873238+00:00,Critical,34.15,Normal,9.0,No IOC Match,,SAL-FW-0068,Unknown,False,,0,Normal,No IOC Match,SAL-FW-0068,Unknown,False,Open
